Unnamed: 0,Job Title,Job Description,cleaned_jd,location,job_type,experience_required,extracted_skills,extracted_location,jd_id
1621,Wordpress Developer,"Position: WordPress Developer

Vacancy: 01

Location: *Prahladnagar, Ahmedabad (Gujarat Candidates Prefered)*

Required Experience: 1-3 Years

Preference: Female / Male

Skills Required
Should have Good command over coding
WordPress development, understanding of building custom themes
Knowledge of HTML to theme conversion
Knowledge of theme customization
Proficient with Woo-commerce
Experienced in Plugin Development and Customization
Troubleshooting skills
Reasons to join Cwiser
5 day working in a week (Mon to Sat)
Will get extra pay for work on holiday or extra
Employees are entitled to take PL from the month of joining
On Birthday cWiser providing Bonus, Half day leave, Celebration
Randomly bonus to any employee every month etc policies
Note: We offer work from the home facility but for the interview, the candidate must visit our office.

For any query feel free to contact.

Cwiser Infotech

Job Types: Full-time, Commission

Salary: ₹25,000.00 - ₹60,000.00 per month

Schedule:
Day shift
Monday to Friday
Morning shift
Supplemental Pay:
Joining bonus
Overtime pay
Performance bonus
Yearly bonus
Experience:
WordPress: 1+ year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19
Application Deadline: 23/11/2020

Job Types: Full-time, Commission

Salary: ₹20,000.00 - ₹60,000.00 per month

Schedule:
Day shift
Monday to Friday
Morning shift
Supplemental Pay:
Joining bonus
Overtime pay
Performance bonus
Yearly bonus
Experience:
WordPress: 1 year (Required)
Education:
Diploma (Required)
Location:
Ahmedabad, Gujarat (Preferred)
Work Remotely:
Temporarily due to COVID-19",position wordpress developer vacancy 01 location prahladnagar ahmedabad gujarat candidates prefered required experience 13 years preference female  male skills required should have good command over coding wordpress development understanding of building custom themes knowledge of html to theme conversion knowledge of theme customization proficient with woocommerce experienced in plugin development and customization troubleshooting skills reasons to join cwiser 5 day working in a week mon to sat will get extra pay for work on holiday or extra employees are entitled to take pl from the month of joining on birthday cwiser providing bonus half day leave celebration randomly bonus to any employee every month etc policies note we offer work from the home facility but for the interview the candidate must visit our office for any query feel free to contact cwiser infotech job types fulltime commission salary 2500000  6000000 per month schedule day shift monday to friday morning shift supplemental pay joining bonus overtime pay performance bonus yearly bonus experience wordpress 1 year preferred work 1 year preferred total work 1 year preferred education bachelors preferred work remotely temporarily due to covid19 application deadline 23112020 job types fulltime commission salary 2000000  6000000 per month schedule day shift monday to friday morning shift supplemental pay joining bonus overtime pay performance bonus yearly bonus experience wordpress 1 year required education diploma required location ahmedabad gujarat preferred work remotely temporarily due to covid19,"Ahmedabad, India",Remote,5,['html'],"Ahmedabad, India",85
1672,JavaScript Developer,"No relocation needed, can telework from home, required good Internet.*
Please send in your current and expected CTC too. **Please send in your current and expected CTC too.*
Who is TEKgile?*
We are a tech company headquartered in Trivandrum, Kerala, that works with our international partners to deliver modern apps and software for various types of businesses. We work with global companies and various clients to always push the limits of web and server applications.
Why would I want to be a JavaScript Developer at TEKgile?*
TEKgile and our International partner company aims to continue its growth trajectory in Japan and have a variety of geospatial web app projects to work on. Software and app improvements are vital to the success of the company and are looking to grow our team to add new features to what is being offered. You will be working with our Product Manager, who is based in Japan as well as our Technical manager in Trivandrum. The team focuses on all product life cycle, bugs, and features that relate to the existing clients and future needs of the project.

The JavaScript Developer role is focused on building various web app dashboards focused around geospatial data, and continuing to grow the functionality and capabilities of our frameworks. Responsibilities include helping to grow the features of existing projects and new projects. You would be partnered with other team members to assist with various DevOps tasks.
We are looking for someone that is: *
Looking to take ownership of your tasks and be held accountable for their quality and completion
Interested in modern applications
Code ninja with an attention to detail
Being great at what you do and enjoy doing it
What would I be doing?*
Support the development of server and web applications that are based on JavaScript (ExtJS 6, NodeJS).
Focused on supporting the continued development and improvements to the existing and new JavaScript applications for frontend and backend.
Implementing features independently or with team members
Writing unit tests, internal and external documentation.
Debugging, and problem-solving bugs.
Working with SQL based databases
Working in the AWS Cloud environment.
What key skills and experience do I need?*
Proficiency in English
Strong understanding of and experience in JavaScript (MVC & MVVM)
Strong understanding of NodeJS, Express and ES6
Experience in web app JavaScript (Bootstrap, jQuery)
Experience in both functional and object-oriented programming
Good understanding of SQL
Experience in writing Unit Tests
It would be great if you can also bring: *
Experience in PostgreSQL and PostGIS
Experience in ExtJS 6.x
Experience in HTML/CSS
Good understanding of NoSQL (MongoDB/ElasticSearch)
Experience in Amazon AWS Lambda, API Gateway, EC2, S3, SNS, SQS
Understanding and experience in OAuth v2
What are the perks?*
Monday to Friday schedule (5 day weeks / 40 hour work weeks)
Up to 5% performance bonus (paid quarterly)
Competitive salary
Personal laptop stipend
Ability to work from home anywhere in India
Company Values*
Quality service *- We make sure all of our customers that use our product have the best experience.
Ability to adapt *- Being in a startup lifestyle and new technology space, we look for team members that are always willing to adapt to the constant change.
Pushing the limits *- We feel that there is always room to improve and be the best in our space. Everyone's input is valued and encouraged to make everything better.
Help the team *- ""How can I help?"" is a common phrase where we work. It is not only about completing your goals and tasks but important that we pitch in to help make sure the team hits their goals as well.
Job Type: Full-time

Experience:
JS: 3 years (Preferred)
total work: 4 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes",no relocation needed can telework from home required good internet please send in your current and expected ctc too please send in your current and expected ctc too who is tekgile we are a tech company headquartered in trivandrum kerala that works with our international partners to deliver modern apps and software for various types of businesses we work with global companies and various clients to always push the limits of web and server applications why would i want to be a javascript developer at tekgile tekgile and our international partner company aims to continue its growth trajectory in japan and have a variety of geospatial web app projects to work on software and app improvements are vital to the success of the company and are looking to grow our team to add new features to what is being offered you will be working with our product manager who is based in japan as well as our technical manager in trivandrum the team focuses on all product life cycle bugs and features that relate to the existing clients and future needs of the project the javascript developer role is focused on building various web app dashboards focused around geospatial data and continuing to grow the functionality and capabilities of our frameworks responsibilities include helping to grow the features of existing projects and new projects you would be partnered with other team members to assist with various devops tasks we are looking for someone that is  looking to take ownership of your tasks and be held accountable for their quality and completion interested in modern applications code ninja with an attention to detail being great at what you do and enjoy doing it what would i be doing support the development of server and web applications that are based on javascript extjs 6 nodejs focused on supporting the continued development and improvements to the existing and new javascript applications for frontend and backend implementing features independently or with team members writing unit tests internal and external documentation debugging and problemsolving bugs working with sql based databases working in the aws cloud environment what key skills and experience do i need proficiency in english strong understanding of and experience in javascript mvc  mvvm strong understanding of nodejs express and es6 experience in web app javascript bootstrap jquery experience in both functional and objectoriented programming good understanding of sql experience in writing unit tests it would be great if you can also bring  experience in postgresql and postgis experience in extjs 6x experience in htmlcss good understanding of nosql mongodbelasticsearch experience in amazon aws lambda api gateway ec2 s3 sns sqs understanding and experience in oauth v2 what are the perks monday to friday schedule 5 day weeks  40 hour work weeks up to 5 performance bonus paid quarterly competitive salary personal laptop stipend ability to work from home anywhere in india company values quality service  we make sure all of our customers that use our product have the best experience ability to adapt  being in a startup lifestyle and new technology space we look for team members that are always willing to adapt to the constant change pushing the limits  we feel that there is always room to improve and be the best in our space everyones input is valued and encouraged to make everything better help the team  how can i help is a common phrase where we work it is not only about completing your goals and tasks but important that we pitch in to help make sure the team hits their goals as well job type fulltime experience js 3 years preferred total work 4 years preferred education bachelors preferred work remotely yes,Japan,Remote,10,"['express', 'aws', 'javascript', 'postgresql', 'jquery']",Japan,86
1789,Flutter Developer,"3+ years of experience in mobile app development (Android/iOS). Must have built production applications with large data and user base.
1+ years experience in Flutter Development / At least 5 projects must be completed
Must have deep understanding of Dart and be able to produce cross-platform apps using Flutter SDK based on business requirements.
Strong knowledge of Data Structures, Algorithms & Object Oriented Programming.
Experience in an agile environment
Strong knowledge of Android SDK, Kotlin (or) Swift, iOS SDK (or) similar cross platform languages.
Familiarity with 3rd party libraries and its integration
Firebase: Should have experience with Cloud, Push Notifications, Cloud Functions and Analytics
Experience with GIT
Familiarity with RESTful APIs
Contract length: 24 months

Job Types: Full-time, Contract

Salary: ₹30,000.00 - ₹40,000.00 per month

Schedule:
Flexible shift
Morning shift
Experience:
Flutter : 1 year (Preferred)
Mobile APP development : 3 years (Preferred)
Location:
Chennai, Tamil Nadu (Preferred)
Work Remotely:
Temporarily due to COVID-19",3 years of experience in mobile app development androidios must have built production applications with large data and user base 1 years experience in flutter development  at least 5 projects must be completed must have deep understanding of dart and be able to produce crossplatform apps using flutter sdk based on business requirements strong knowledge of data structures algorithms  object oriented programming experience in an agile environment strong knowledge of android sdk kotlin or swift ios sdk or similar cross platform languages familiarity with 3rd party libraries and its integration firebase should have experience with cloud push notifications cloud functions and analytics experience with git familiarity with restful apis contract length 24 months job types fulltime contract salary 3000000  4000000 per month schedule flexible shift morning shift experience flutter  1 year preferred mobile app development  3 years preferred location chennai tamil nadu preferred work remotely temporarily due to covid19,"Chennai, India",Contract,1,"['kotlin', 'android', 'flutter', 'ios', 'firebase', 'cloud functions', 'git', 'agile', 'swift']","Chennai, India",87
1792,Node js developer,"Location: Pune

Experience: 3+ years

Requirements:

• Strong Hands-on Experience on NodeJS.

• Hands-on experience in writing Node JS Backend APIs and Microservices.

• Should have relevant experience in MongoDB, Express JS, Angular JS, and Node JS.

• Must have at least 3+ years. relevant experience in MEAN Stack development.

• Strong knowledge of back-end programming languages such as JavaScript, TypeScript, and Node.js framework.

• Experience on Express.js is an added advantage

• Development experience for both mobile and desktop.

• Database Experience in MongoDB, MySQL, PostgreSQL, SQLite.

• Experience on HTML5, CSS3 and Bootstrap.

• Excellent communication in written and spoken English.

• Kindly share your resume along with your GitHub ID

• Self Starter and should be able to work independently with minimal supervision.

• Experience with billing systems is an added advantage.

• Knowledge of Kubernetes, Docker is a very big plus.

Job Type: Full-time

Experience:
NodeJs: 3 years (Required)
Education:
Bachelor's (Preferred)
Location:
Pune, Maharashtra (Preferred)
Work Remotely:
Temporarily due to COVID-19",location pune experience 3 years requirements  strong handson experience on nodejs  handson experience in writing node js backend apis and microservices  should have relevant experience in mongodb express js angular js and node js  must have at least 3 years relevant experience in mean stack development  strong knowledge of backend programming languages such as javascript typescript and nodejs framework  experience on expressjs is an added advantage  development experience for both mobile and desktop  database experience in mongodb mysql postgresql sqlite  experience on html5 css3 and bootstrap  excellent communication in written and spoken english  kindly share your resume along with your github id  self starter and should be able to work independently with minimal supervision  experience with billing systems is an added advantage  knowledge of kubernetes docker is a very big plus job type fulltime experience nodejs 3 years required education bachelors preferred location pune maharashtra preferred work remotely temporarily due to covid19,"Pune, India",Remote,,"['mysql', 'angular', 'microservices', 'express', 'kubernetes', 'github', 'javascript', 'docker', 'sqlite', 'postgresql', 'typescript', 'mongodb']","Pune, India",88
1803,Backend Developer,"Job Summary
As a UI/UX Frontend Developer, you will have the opportunity to conceptualize and implement responsive and user-friendly designs for some of the most widely used applications and interfaces in this industry.
An eye for good design, and very strong responsive Web Development capabilities are what we're looking for. You're a perfect candidate if you can pick up any standard Web interface, and make sure that it is responsive across mobiles/tablets/desktops with your CSS skills.
Responsibilities and Duties
Building Responsive User-Friendly Interfaces for Web Applications
Ensuring applications are fully responsive across all devices, layouts, orientations, etc
Conceptualizing Designs and Themes and then Developing them
Deep knowledge and thorough understanding of HTML/CSS/JavaScript
Complete ownership of the UI/UX lifecycle for the best user experience
Coordinating with the larger development team to integrate with Backend Services
Required Technologies
Front-End Technologies (HTML5/CSS3)
Web Frameworks (Bootstrap/Materialize/etc)
JavaScript/jQuery
Experience with CSS Pre-Processors (LESS/Sass/etc)
Very thorough Responsive Web Development capabilities
Comfortable with Source Control and Version Management tools
Optional Preferred Technologies
Mockup Capabilities for designs
Experience with Angular
Graphic Design abilities (PhotoShop/Illustrator/Corel/etc.)
Salary: Rs. 4,00,000 to Rs. 6,00,000 / year
Job Location: Powai, Mumbai
Temporarily working remotely due to COVID-19.
Job Type: Full-time
Salary: ₹400,000.00 - ₹600,000.00 per year
Schedule:
Day shift
Experience:
Graphic Designing: 1 year (Preferred)
Responsive Web Development: 3 years (Required)
Bootstrap/Materialize Framework: 2 years (Required)
Application Question:
What is your current (last drawn) annual CTC?
Work Remotely:
Temporarily due to COVID-19",job summary as a uiux frontend developer you will have the opportunity to conceptualize and implement responsive and userfriendly designs for some of the most widely used applications and interfaces in this industry an eye for good design and very strong responsive web development capabilities are what were looking for youre a perfect candidate if you can pick up any standard web interface and make sure that it is responsive across mobilestabletsdesktops with your css skills responsibilities and duties building responsive userfriendly interfaces for web applications ensuring applications are fully responsive across all devices layouts orientations etc conceptualizing designs and themes and then developing them deep knowledge and thorough understanding of htmlcssjavascript complete ownership of the uiux lifecycle for the best user experience coordinating with the larger development team to integrate with backend services required technologies frontend technologies html5css3 web frameworks bootstrapmaterializeetc javascriptjquery experience with css preprocessors lesssassetc very thorough responsive web development capabilities comfortable with source control and version management tools optional preferred technologies mockup capabilities for designs experience with angular graphic design abilities photoshopillustratorcoreletc salary rs 400000 to rs 600000  year job location powai mumbai temporarily working remotely due to covid19 job type fulltime salary 40000000  60000000 per year schedule day shift experience graphic designing 1 year preferred responsive web development 3 years required bootstrapmaterialize framework 2 years required application question what is your current last drawn annual ctc work remotely temporarily due to covid19,"Mumbai, India",Remote,,"['angular', 'css']","Mumbai, India",89
1861,Backend Developer,"Our client company is a leading IT company
Designation: Android Developer
Job type – Full-time employment
Job location – Virar - Mumbai, Maharashtra, India
Work schedule – Monday to Friday, 10 am to 7 pm
Minimum qualification – Graduate
Year of experience – 3 to 5 Years
Reporting to – Technical Architect
Travel opportunities - On need basis within/outside India. The candidate should have a valid passport
Salary Range: - 8 -12Lpa
Key Responsibilities
You will have the opportunity to build new applications from scratch, and influence system design.
You will work with our team of talented engineers to design and build the next generation of our mobile applications
Ensure the performance, quality, and responsiveness of applications.
Collaborate with a team to define, design, and ship new features
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization, and automatization
Mandatory skills:
Excellent knowledge in Core Java, Android SDK and Android IDE i.e Android Studio.
Great OO skills, including strong design patterns knowledge
Strong knowledge of App life cycle with understanding of Google’s Android design principles, interface guidelines and best practices
Experience with RESTful APIs to connect Android applications to backend services
Experience with offline storage, threading, and performance tuning
Familiarity with cloud message APIs.
Knack for benchmarking and optimization
Proficient understanding of code versioning tools for Git / SVN.
Knowledge of software best practices, like Test-Driven Development (TDD) and Continuous Integration (CI)
Strong communication and client-facing skills with the ability to work in a consulting environment is essential
Contact number : 9925944441,9925944445
Job Type: Full-time
Experience:
Android development: 3 years (Preferred)
total work: 3 years (Preferred)
Work Remotely:
No",our client company is a leading it company designation android developer job type  fulltime employment job location  virar  mumbai maharashtra india work schedule  monday to friday 10 am to 7 pm minimum qualification  graduate year of experience  3 to 5 years reporting to  technical architect travel opportunities  on need basis withinoutside india the candidate should have a valid passport salary range  8 12lpa key responsibilities you will have the opportunity to build new applications from scratch and influence system design you will work with our team of talented engineers to design and build the next generation of our mobile applications ensure the performance quality and responsiveness of applications collaborate with a team to define design and ship new features identify and correct bottlenecks and fix bugs help maintain code quality organization and automatization mandatory skills excellent knowledge in core java android sdk and android ide ie android studio great oo skills including strong design patterns knowledge strong knowledge of app life cycle with understanding of googles android design principles interface guidelines and best practices experience with restful apis to connect android applications to backend services experience with offline storage threading and performance tuning familiarity with cloud message apis knack for benchmarking and optimization proficient understanding of code versioning tools for git  svn knowledge of software best practices like testdriven development tdd and continuous integration ci strong communication and clientfacing skills with the ability to work in a consulting environment is essential contact number  99259444419925944445 job type fulltime experience android development 3 years preferred total work 3 years preferred work remotely no,"Mumbai, India",Remote,4,"['java', 'android', 'git']","Mumbai, India",90
1872,JavaScript Developer,"Job Location- Bangalore
Experience Level- 2 to 3 years
Skills: Angular JS, HTML5, any UI framework, Ionic would be a plus.

Interested candidates can share their resume, current & expected CTCs and notice period.

Job Type: Full-time

Schedule:
Day shift
Experience:
total: 2 years (Required)
Industry:
Software Development
Work Remotely:
No",job location bangalore experience level 2 to 3 years skills angular js html5 any ui framework ionic would be a plus interested candidates can share their resume current  expected ctcs and notice period job type fulltime schedule day shift experience total 2 years required industry software development work remotely no,"Bangalore, India",Remote,,['angular'],"Bangalore, India",91
1905,PHP Developer,"Skills Required : Codeigniter or Core PHP, MySQL, jQuery etc.
Experience : Min. 6 Months to 2 Years
No. of Position : 3
Location : Krishnanagar, Ahmedabad, Gujarat
Job Type: Full-time

Salary: Up to ₹40,000.00 per month

Schedule:
Monday to Friday
Experience:
PHP: 1 year (Required)
Programming Languages needed:
PHP (Required)
JavaScript (Required)
Work Remotely:
No",skills required  codeigniter or core php mysql jquery etc experience  min 6 months to 2 years no of position  3 location  krishnanagar ahmedabad gujarat job type fulltime salary up to 4000000 per month schedule monday to friday experience php 1 year required programming languages needed php required javascript required work remotely no,"Ahmedabad, India",Remote,,"['mysql', 'jquery', 'php', 'javascript']","Ahmedabad, India",92
1911,Backend Developer,"We are looking for a backend developer with cloud native architecture and development experience to help us build and improve our backend services. If you’re passionate about helping people bring their best photos and moments into their lives, please read on.
Your primary responsibilities would be to help build the backend services of our mobile and web apps. You’ll also have a big role in helping our team iterate faster by making improvements in our deployment process.
Responsibilities:
Contribute to technical requirements and specifications.
Design backend API’s and architectures, factoring in security, cost, performance, reliability.
Write maintainable and clean code.
Write unit tests.
Work closely with our Testing Team to performance and load test our systems.
Contribute to improving our deployment process.
Monitor error logs, SLA’s, API performance, etc and ensure our systems are operating to specification.

Qualification:
2+ years development experience as backend developer.
Working knowledge of PHP and MySQL.
Experience building RESTful APIs.
Experience in building backend web services.
Experience building in a cloud environment with AWS.
Continuous integration and deployment experience a plus.
Docker experience a plus.
Node.js experience a plus.

Location: Goa or Remote ( India)

Type: Full-Time
To apply email us at careers@nvi.co.in",we are looking for a backend developer with cloud native architecture and development experience to help us build and improve our backend services if youre passionate about helping people bring their best photos and moments into their lives please read on your primary responsibilities would be to help build the backend services of our mobile and web apps youll also have a big role in helping our team iterate faster by making improvements in our deployment process responsibilities contribute to technical requirements and specifications design backend apis and architectures factoring in security cost performance reliability write maintainable and clean code write unit tests work closely with our testing team to performance and load test our systems contribute to improving our deployment process monitor error logs slas api performance etc and ensure our systems are operating to specification qualification 2 years development experience as backend developer working knowledge of php and mysql experience building restful apis experience in building backend web services experience building in a cloud environment with aws continuous integration and deployment experience a plus docker experience a plus nodejs experience a plus location goa or remote  india type fulltime to apply email us at careersnvicoin,India,Remote,,"['mysql', 'docker', 'aws', 'php']",India,93
1925,Network Administrator,"Hiring for Hardware & Network Engineers, Openings in HCL IBM & WIPRO ( Only Local Candidates can apply ) Example : Chennai
We are Provinding training & Placements for IT Infrastructure.

Hardware & Networking Roles:
01. Network Engineer
02. Hardware Engineer
03. Remote Support
04. Server Support
05. Call Co.ordinator
06. Desktop Support

Qualification:
Any Degree can Apply ( with or Without Arriers)

Location: Chennai , Bangalore , Coimbatore , Trichy , Trivandrum ....

Note: (Only Local Candidates can apply ) Example : Chennai

For Futhure Details
Contact us
HR TEAM",hiring for hardware  network engineers openings in hcl ibm  wipro  only local candidates can apply  example  chennai we are provinding training  placements for it infrastructure hardware  networking roles 01 network engineer 02 hardware engineer 03 remote support 04 server support 05 call coordinator 06 desktop support qualification any degree can apply  with or without arriers location chennai  bangalore  coimbatore  trichy  trivandrum  note only local candidates can apply  example  chennai for futhure details contact us hr team,"Bangalore, India",Remote,,[],"Bangalore, India",94
1930,Backend Developer,"Company description
The All-New HALFWAY App helps user's to locate the mid-point of two areas and lets the user explore the spots nearby that mid-point.
Explore what you’ve been missing.
Makes it easier than ever to Meetup.
Instant & Secure Messaging with Fun Bots.
Quick Ride Booking Feature.
Save Time Save Money
HALFWAY -- Where Meets Made Easier
Job description
Who we're looking for:
First thing's first - to get shortlisted for an interview, please be a genuine senior-level Backend Developer.
Skills and experience we're looking for:
· 5+ years of experience with designing, developing and implementing production software and complex system integrations.
· A strong, hands-on experience, in back-end development.
· Excellent written and verbal communication skills, as well as being able to produce clear design documents such as UML diagrams.
· Experience in designing scalable and redundant RESTful APIs.
· Experience with NODE.JS, Javascript
· Strong experience with Micro-services architecture.
Strong experience in SERVER MANAGEMENT - AMAZON EC2 & AMAZON LAMBDA
· BDD Testing discipline, experience with Cucumber.
· Experience with databases SQL, MONGO DB
· Experience with NoSQL databases
. Experience in AWS
· Experience working in Cloud environments, AWS/Google Cloud.
Experience in TECH SEARCH - ELASTIC SEARCH, JENKINS CI-CD, AMAZON API GATEWAY, DOCUMENTATION - SWAGGER, CONTENT DELIVERY NETWORK - AMAZON CLOUD FRONT
· Protocol Buffers/gRPC - an advantage.
· Additional languages, such as Python, JavaScript – an advantage.
· Kubernetes, Minikube, (Docker) containers, and - an advantage.
Job Type: Full-time
Salary: ₹60,000.00 - ₹100,000.00 per month
Supplemental Pay:
Performance bonus
Experience:
total work: 6 years (Required)
Location:
Hyderabad, Telangana (Required)
Work Remotely:
No",company description the allnew halfway app helps users to locate the midpoint of two areas and lets the user explore the spots nearby that midpoint explore what youve been missing makes it easier than ever to meetup instant  secure messaging with fun bots quick ride booking feature save time save money halfway  where meets made easier job description who were looking for first things first  to get shortlisted for an interview please be a genuine seniorlevel backend developer skills and experience were looking for  5 years of experience with designing developing and implementing production software and complex system integrations  a strong handson experience in backend development  excellent written and verbal communication skills as well as being able to produce clear design documents such as uml diagrams  experience in designing scalable and redundant restful apis  experience with nodejs javascript  strong experience with microservices architecture strong experience in server management  amazon ec2  amazon lambda  bdd testing discipline experience with cucumber  experience with databases sql mongo db  experience with nosql databases  experience in aws  experience working in cloud environments awsgoogle cloud experience in tech search  elastic search jenkins cicd amazon api gateway documentation  swagger content delivery network  amazon cloud front  protocol buffersgrpc  an advantage  additional languages such as python javascript  an advantage  kubernetes minikube docker containers and  an advantage job type fulltime salary 6000000  10000000 per month supplemental pay performance bonus experience total work 6 years required location hyderabad telangana required work remotely no,"Hyderabad, India",Remote,3,"['microservices', 'kubernetes', 'aws', 'python', 'javascript', 'jenkins', 'docker']","Hyderabad, India",95
1931,Flutter Developer,"Flutter developer
About Pankhuri
Pankhuri is India’s first virtual assistant on chat for women. Our core category is bridal in which we assist brides in discovering and buying desired wedding looks which includes attire, makeup artist and photographers. Our recommendation on chat gives curated options in form of video catalogues which solves for selection and enables conversational commerce. By asking questions and understanding individual preferences of style, taste, purchasing power and other psychographic factors, our understanding compounds over time and improves the quality of decision making.
Exp : 6 months to 1 year
Location: Bangalore
Responsibilities:
Translate designs and wireframes into high quality code
Design, build, and maintain high performance, reusable, and reliable Java code
Ensure the best possible performance, quality, and responsiveness of the application
Identify and correct bottlenecks and fix bugs
Required Skills:
Must have built at least one flutter app and published in the Play/App Store
Experience with third-party libraries and APIs
Understanding of the full mobile development life cycle, including testing
Experience using web services (HTTP, REST) using JSON
Be proficient in using version control with tools such as Git
Job Type: Full-time
Salary: ₹300,000.00 - ₹600,000.00 per year
Schedule:
Day shift
Education:
Bachelor's (Preferred)
Experience:
flutter developer: 1 year (Preferred)
Mobile development: 1 year (Preferred)
HTTP, REST, JSON: 1 year (Preferred)
APIs: 1 year (Preferred)
Industry:
Retail
Work Remotely:
Temporarily due to COVID-19",flutter developer about pankhuri pankhuri is indias first virtual assistant on chat for women our core category is bridal in which we assist brides in discovering and buying desired wedding looks which includes attire makeup artist and photographers our recommendation on chat gives curated options in form of video catalogues which solves for selection and enables conversational commerce by asking questions and understanding individual preferences of style taste purchasing power and other psychographic factors our understanding compounds over time and improves the quality of decision making exp  6 months to 1 year location bangalore responsibilities translate designs and wireframes into high quality code design build and maintain high performance reusable and reliable java code ensure the best possible performance quality and responsiveness of the application identify and correct bottlenecks and fix bugs required skills must have built at least one flutter app and published in the playapp store experience with thirdparty libraries and apis understanding of the full mobile development life cycle including testing experience using web services http rest using json be proficient in using version control with tools such as git job type fulltime salary 30000000  60000000 per year schedule day shift education bachelors preferred experience flutter developer 1 year preferred mobile development 1 year preferred http rest json 1 year preferred apis 1 year preferred industry retail work remotely temporarily due to covid19,"Bangalore, India",Remote,,"['java', 'flutter', 'git']","Bangalore, India",96
1964,Wordpress Developer,"Walk-in Interview for PHP & Wordpress Developer
on 3rd Dec 2020 Thursday, at 12 noon sharp.
At AM INFOTRIX
9 S N Banerjee Road,
Kolkata 700013
Opp New Market Police Station
Phone: 9038409517
Min 6 months experienced requred.
We are looking for a Website & Application developer at ATMINFOTRIX TECHNOLOGIES PVT LTD.
We are a technology company where we help our client with technologies for their websites, mobile app, digital marketing and more.
Job Description:
Candidate shall be responsible for the development of the website and applications using wordpress, custom php, node js, and other languages.
Candidate must have proper knowledge about technology and better if she/he is itself from the technology field.
Must have an own laptop.
Education qualification: B. Tech / Diploma is the specific field / related specialized course
Must Know:
wordpress
php
nodejs
how to manage server
Must know ENGLISH
Experienced candidates are more preferred.
Salary: Between 6 K and 15 K
Must be able to work with targets.
Incentives shall be provided on over achieving the targets.
Should be able to come to office and work.
We are located near Esplanade, Kolkata
For further details: Call at 9038409517
Job Types: Full-time, Fresher, Walk-In
Job Types: Full-time, Walk-In
Salary: ₹6,000.00 - ₹15,000.00 per month
Job Types: Full-time, Walk-In
Salary: ₹6,000.00 - ₹15,000.00 per month
Schedule:
Day shift
Supplemental Pay:
Performance bonus
Experience:
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
Kolkata, West Bengal (Preferred)
Application Question:
Wordpress knowledge?
Work Remotely:
No",walkin interview for php  wordpress developer on 3rd dec 2020 thursday at 12 noon sharp at am infotrix 9 s n banerjee road kolkata 700013 opp new market police station phone 9038409517 min 6 months experienced requred we are looking for a website  application developer at atminfotrix technologies pvt ltd we are a technology company where we help our client with technologies for their websites mobile app digital marketing and more job description candidate shall be responsible for the development of the website and applications using wordpress custom php node js and other languages candidate must have proper knowledge about technology and better if shehe is itself from the technology field must have an own laptop education qualification b tech  diploma is the specific field  related specialized course must know wordpress php nodejs how to manage server must know english experienced candidates are more preferred salary between 6 k and 15 k must be able to work with targets incentives shall be provided on over achieving the targets should be able to come to office and work we are located near esplanade kolkata for further details call at 9038409517 job types fulltime fresher walkin job types fulltime walkin salary 600000  1500000 per month job types fulltime walkin salary 600000  1500000 per month schedule day shift supplemental pay performance bonus experience total work 1 year preferred education bachelors preferred location kolkata west bengal preferred application question wordpress knowledge work remotely no,"Kolkata, India",Remote,0,['php'],"Kolkata, India",97
1971,Node js developer,"Dear Candidate,

Greeting from Apps Business IT Solution Pvt Ltd.

We have an opening for Node JS Developer in Chennai
Immediate Joinees are preferable.*
Job Description: *
Author Server side code in NodeJS.
Build APIs according to the specifications.
Experience authoring REST APIs with Swagger Spec.
Unit Testing on NodeJS Modules.
Create libraries in NodeJS that enable modular, extensible design.
Build integrations to various third party cloud applications/web services.
Experience in Frontend Technologies like Angular/React is a plus.
Qualifications: *
Strong Core JS fundamentals
3+ years experience working in NodeJS.
Experience authoring REST APIs with Swagger spec.
Unit Testing on NodeJS modules
Experience integrating third party APIs is a plus
Location: Chennai

Notice Period: Immediate or 15 days.

Interested candidates, kindly attach your profile for further assistance.

Thanks,

HR

Job Type: Full-time

Salary: ₹307,998.00 - ₹1,366,203.00 per year

Schedule:
Day shift
Experience:
Node & React JS: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19",dear candidate greeting from apps business it solution pvt ltd we have an opening for node js developer in chennai immediate joinees are preferable job description  author server side code in nodejs build apis according to the specifications experience authoring rest apis with swagger spec unit testing on nodejs modules create libraries in nodejs that enable modular extensible design build integrations to various third party cloud applicationsweb services experience in frontend technologies like angularreact is a plus qualifications  strong core js fundamentals 3 years experience working in nodejs experience authoring rest apis with swagger spec unit testing on nodejs modules experience integrating third party apis is a plus location chennai notice period immediate or 15 days interested candidates kindly attach your profile for further assistance thanks hr job type fulltime salary 30799800  136620300 per year schedule day shift experience node  react js 3 years preferred education bachelors preferred work remotely temporarily due to covid19,"Chennai, India",Remote,3,['react'],"Chennai, India",98
